job_title,experience_level,years_of_experience,education_required,annual_salary_usd,country,remote_work,company_size,industry
AI Research Scientist,Entry (0-2 yrs),4,Associate's,167000.0,Global,Hybrid,Big Tech (FAANG+),Research
AI Security Engineer,Mid (3-5 yrs),6,PhD,242000.0,USA,Hybrid,Mid-size (501-5000),Automotive
ML Engineer,Senior (6-9 yrs),9,Bachelor's,193000.0,Japan,Hybrid,Enterprise (5000+),Media
Multimodal AI Engineer,Entry (0-2 yrs),5,Bootcamp/Self-taught,160000.0,India,Hybrid,Startup (1-50),Manufacturing
Deep Learning Engineer,Entry (0-2 yrs),6,Bachelor's,141000.0,Singapore,Hybrid,SME (51-500),Education
Robotics Engineer (AI),Mid (3-5 yrs),3,Bachelor's,217000.0,Global,Fully Remote,Big Tech (FAANG+),Consulting
Data Scientist,Lead (10+ yrs),6,Master's,234000.0,USA,Fully Remote,Mid-size (501-5000),Media
AI Product Manager,Mid (3-5 yrs),6,Bachelor's,195000.0,Global,Fully Remote,Enterprise (5000+),Government
AI Product Manager,Entry (0-2 yrs),9,Bootcamp/Self-taught,140000.0,Australia,Hybrid,SME (51-500),Education
MLOps Engineer,Lead (10+ yrs),7,Master's,235000.0,UAE,Fully Remote,SME (51-500),Healthcare
Generative AI Engineer,Mid (3-5 yrs),2,Bachelor's,150000.0,Germany,On-site,SME (51-500),Manufacturing
Data Engineer (AI),Lead (10+ yrs),3,Bootcamp/Self-taught,213000.0,USA,On-site,Enterprise (5000+),Automotive
AI Solutions Architect,Lead (10+ yrs),12,Bachelor's,329000.0,UK,Hybrid,Enterprise (5000+),Automotive
ML Engineer,Lead (10+ yrs),7,Bootcamp/Self-taught,307000.0,USA,Hybrid,Mid-size (501-5000),Research
Prompt Engineer,Entry (0-2 yrs),2,Master's,98000.0,Canada,Hybrid,Enterprise (5000+),Research
RAG Engineer,Lead (10+ yrs),4,Bachelor's,336000.0,USA,Hybrid,Enterprise (5000+),Retail
Deep Learning Engineer,Senior (6-9 yrs),10,Bachelor's,324000.0,USA,Hybrid,Big Tech (FAANG+),Consulting
Computer Vision Engineer,Mid (3-5 yrs),3,Bachelor's,145000.0,China,Hybrid,Big Tech (FAANG+),Finance
AI Business Analyst,Lead (10+ yrs),2,Associate's,118000.0,Japan,On-site,SME (51-500),Media
AI Security Engineer,Entry (0-2 yrs),4,Bachelor's,140000.0,USA,Hybrid,SME (51-500),Healthcare
NLP Engineer,Entry (0-2 yrs),4,Bachelor's,145000.0,France,On-site,SME (51-500),Consulting
AI Security Engineer,Entry (0-2 yrs),8,Bachelor's,140000.0,Japan,Fully Remote,Mid-size (501-5000),Education
AI Product Manager,Entry (0-2 yrs),9,Associate's,140000.0,Switzerland,Fully Remote,Enterprise (5000+),Retail
LLM Engineer,Entry (0-2 yrs),4,PhD,263000.0,USA,Fully Remote,Big Tech (FAANG+),Education
AI Compliance Manager,Lead (10+ yrs),10,Associate's,154000.0,USA,Hybrid,Startup (1-50),Media
Data Scientist,Entry (0-2 yrs),4,Associate's,147000.0,USA,Hybrid,Mid-size (501-5000),Retail
Data Scientist,Entry (0-2 yrs),6,Master's,225000.0,USA,Hybrid,Big Tech (FAANG+),Retail
ML Engineer,Entry (0-2 yrs),5,Bachelor's,162000.0,USA,Fully Remote,Enterprise (5000+),Finance
AI Compliance Manager,Mid (3-5 yrs),7,Master's,137000.0,Switzerland,On-site,Enterprise (5000+),Technology
RAG Engineer,Entry (0-2 yrs),2,Bootcamp/Self-taught,145000.0,India,Hybrid,SME (51-500),Automotive
AI Business Analyst,Senior (6-9 yrs),3,Associate's,131000.0,Netherlands,Fully Remote,Enterprise (5000+),Retail
AI Product Manager,Entry (0-2 yrs),8,Master's,142000.0,Global,On-site,Startup (1-50),Automotive
AI Infrastructure Eng,Entry (0-2 yrs),6,Associate's,140000.0,Singapore,Hybrid,Startup (1-50),Research
AI Infrastructure Eng,Senior (6-9 yrs),6,Bootcamp/Self-taught,140000.0,India,Fully Remote,Enterprise (5000+),Government
Senior Data Scientist,Entry (0-2 yrs),12,Master's,166000.0,USA,Hybrid,Startup (1-50),Education
AI Engineer,Mid (3-5 yrs),6,Associate's,100000.0,India,Fully Remote,Enterprise (5000+),Education
AI Solutions Architect,Entry (0-2 yrs),7,Master's,180000.0,UAE,Hybrid,Startup (1-50),Education
ML Engineer,Senior (6-9 yrs),5,Bachelor's,120000.0,China,Hybrid,Mid-size (501-5000),Healthcare
AI Engineer,Mid (3-5 yrs),7,Associate's,205000.0,USA,Hybrid,Big Tech (FAANG+),Technology
AI Compliance Manager,Mid (3-5 yrs),5,Bootcamp/Self-taught,118000.0,Netherlands,Hybrid,Enterprise (5000+),Healthcare
LLM Engineer,Senior (6-9 yrs),5,Master's,263000.0,Australia,Fully Remote,Enterprise (5000+),Finance
AI Product Manager,Entry (0-2 yrs),7,PhD,140000.0,Germany,On-site,Mid-size (501-5000),Consulting
NLP Engineer,Mid (3-5 yrs),4,Bachelor's,145000.0,France,Hybrid,Mid-size (501-5000),Government
AI Research Scientist,Lead (10+ yrs),8,Bachelor's,209000.0,Germany,Hybrid,Mid-size (501-5000),Government
Deep Learning Engineer,Mid (3-5 yrs),9,Bootcamp/Self-taught,141000.0,China,On-site,Enterprise (5000+),Finance
AI Agent Developer,Lead (10+ yrs),4,PhD,348000.0,USA,Hybrid,Startup (1-50),Technology
AI Product Manager,Entry (0-2 yrs),10,Bachelor's,140000.0,France,Fully Remote,Enterprise (5000+),Technology
Data Engineer (AI),Lead (10+ yrs),3,Master's,203000.0,Global,Hybrid,Startup (1-50),Media
ML Engineer,Senior (6-9 yrs),6,Bachelor's,153000.0,Canada,Hybrid,Startup (1-50),Education
AI Engineer,Senior (6-9 yrs),3,Bachelor's,160000.0,USA,Hybrid,Startup (1-50),Government
AI Business Analyst,Senior (6-9 yrs),6,Master's,131000.0,Japan,Hybrid,SME (51-500),Healthcare
AI Agent Developer,Mid (3-5 yrs),2,Bachelor's,155000.0,China,Fully Remote,Enterprise (5000+),Research
AI Solutions Architect,Mid (3-5 yrs),15,Associate's,180000.0,Netherlands,Hybrid,SME (51-500),Technology
AI Security Engineer,Mid (3-5 yrs),4,PhD,168000.0,UK,Hybrid,Enterprise (5000+),Technology
ML Engineer,Mid (3-5 yrs),10,Master's,189000.0,USA,Fully Remote,Startup (1-50),Automotive
Generative AI Engineer,Lead (10+ yrs),6,Master's,226000.0,Netherlands,Fully Remote,SME (51-500),Education
AI Business Analyst,Mid (3-5 yrs),5,Bachelor's,158000.0,USA,Hybrid,Mid-size (501-5000),Finance
Computer Vision Engineer,Mid (3-5 yrs),6,Master's,270000.0,USA,Fully Remote,Enterprise (5000+),Research
AI Solutions Architect,Entry (0-2 yrs),12,Associate's,180000.0,Global,Hybrid,SME (51-500),Consulting
AI Solutions Architect,Mid (3-5 yrs),6,PhD,310000.0,USA,Fully Remote,Enterprise (5000+),Research
Generative AI Engineer,Senior (6-9 yrs),4,Bachelor's,354000.0,USA,Hybrid,Big Tech (FAANG+),Automotive
Deep Learning Engineer,Senior (6-9 yrs),9,PhD,229000.0,UK,Hybrid,Mid-size (501-5000),Finance
Multimodal AI Engineer,Lead (10+ yrs),4,Bachelor's,304000.0,USA,On-site,SME (51-500),Education
Robotics Engineer (AI),Senior (6-9 yrs),3,Bootcamp/Self-taught,211000.0,USA,Hybrid,Enterprise (5000+),Consulting
AI Solutions Architect,Mid (3-5 yrs),10,PhD,259000.0,France,Hybrid,Big Tech (FAANG+),Retail
AI Infrastructure Eng,Mid (3-5 yrs),5,Bachelor's,151000.0,USA,On-site,SME (51-500),Research
Robotics Engineer (AI),Entry (0-2 yrs),5,Bootcamp/Self-taught,125000.0,France,Fully Remote,Startup (1-50),Energy
Senior Data Scientist,Senior (6-9 yrs),8,Bachelor's,157000.0,Japan,Hybrid,Startup (1-50),Finance
AI Ethics Officer,Entry (0-2 yrs),10,PhD,138000.0,Canada,Fully Remote,Big Tech (FAANG+),Education
MLOps Engineer,Lead (10+ yrs),7,Master's,312000.0,USA,Fully Remote,Enterprise (5000+),Finance
Prompt Engineer,Lead (10+ yrs),2,Associate's,240000.0,USA,Hybrid,Big Tech (FAANG+),Energy
MLOps Engineer,Senior (6-9 yrs),8,Bootcamp/Self-taught,161000.0,Global,Hybrid,Startup (1-50),Research
Data Scientist,Entry (0-2 yrs),2,PhD,149000.0,Singapore,Hybrid,Big Tech (FAANG+),Retail
Senior ML Engineer,Mid (3-5 yrs),7,Bachelor's,183000.0,UAE,Hybrid,SME (51-500),Energy
AI Product Manager,Mid (3-5 yrs),10,Master's,161000.0,USA,Fully Remote,Startup (1-50),Healthcare
AI Security Engineer,Senior (6-9 yrs),4,Bachelor's,175000.0,Canada,On-site,SME (51-500),Healthcare
AI Compliance Manager,Entry (0-2 yrs),3,Master's,117000.0,Global,Fully Remote,Enterprise (5000+),Finance
Senior Data Scientist,Senior (6-9 yrs),8,PhD,239000.0,Germany,Fully Remote,Big Tech (FAANG+),Healthcare
AI Infrastructure Eng,Mid (3-5 yrs),3,Bootcamp/Self-taught,177000.0,Global,On-site,Mid-size (501-5000),Manufacturing
Generative AI Engineer,Senior (6-9 yrs),4,Bootcamp/Self-taught,214000.0,USA,Fully Remote,Startup (1-50),Education
AI Solutions Architect,Entry (0-2 yrs),15,Master's,180000.0,UAE,Hybrid,Startup (1-50),Automotive
AI Compliance Manager,Senior (6-9 yrs),9,Bootcamp/Self-taught,100000.0,India,Hybrid,Big Tech (FAANG+),Retail
AI Ethics Officer,Lead (10+ yrs),6,Associate's,247000.0,USA,Hybrid,SME (51-500),Consulting
AI Compliance Manager,Entry (0-2 yrs),9,Bootcamp/Self-taught,124000.0,USA,On-site,Enterprise (5000+),Government
Robotics Engineer (AI),Lead (10+ yrs),5,Bootcamp/Self-taught,247000.0,Japan,On-site,Big Tech (FAANG+),Manufacturing
AI Engineer,Entry (0-2 yrs),4,Bootcamp/Self-taught,100000.0,Canada,Hybrid,Enterprise (5000+),Consulting
AI Engineer,Entry (0-2 yrs),5,Bootcamp/Self-taught,100000.0,Japan,Hybrid,Mid-size (501-5000),Energy
AI Ethics Officer,Mid (3-5 yrs),10,Associate's,110000.0,UAE,On-site,Mid-size (501-5000),Retail
AI Infrastructure Eng,Senior (6-9 yrs),9,PhD,140000.0,India,Hybrid,Startup (1-50),Automotive
AI Agent Developer,Lead (10+ yrs),7,Master's,280000.0,UAE,On-site,SME (51-500),Automotive
AI Agent Developer,Senior (6-9 yrs),4,PhD,348000.0,USA,Fully Remote,Enterprise (5000+),Automotive
Deep Learning Engineer,Mid (3-5 yrs),7,Bachelor's,168000.0,USA,Hybrid,Mid-size (501-5000),Manufacturing
Senior ML Engineer,Mid (3-5 yrs),6,Bachelor's,180000.0,Australia,Fully Remote,SME (51-500),Research
AI Solutions Architect,Entry (0-2 yrs),7,Bootcamp/Self-taught,180000.0,Netherlands,Fully Remote,Mid-size (501-5000),Education
Multimodal AI Engineer,Senior (6-9 yrs),8,Associate's,248000.0,USA,Hybrid,SME (51-500),Retail
AI Solutions Architect,Entry (0-2 yrs),13,PhD,199000.0,Canada,On-site,Enterprise (5000+),Media
AI Engineer,Lead (10+ yrs),3,Master's,243000.0,USA,Fully Remote,SME (51-500),Media
AI Product Manager,Mid (3-5 yrs),8,PhD,199000.0,Switzerland,Fully Remote,Enterprise (5000+),Government
RAG Engineer,Lead (10+ yrs),3,Master's,216000.0,UK,On-site,Startup (1-50),Manufacturing
Multimodal AI Engineer,Mid (3-5 yrs),9,Master's,183000.0,Global,Fully Remote,Startup (1-50),Retail
NLP Engineer,Mid (3-5 yrs),10,PhD,145000.0,China,Hybrid,Enterprise (5000+),Research
AI Product Manager,Senior (6-9 yrs),10,Associate's,204000.0,UK,On-site,Enterprise (5000+),Media
Senior Data Scientist,Lead (10+ yrs),10,Master's,261600.0,USA,Hybrid,Mid-size (501-5000),Retail
Generative AI Engineer,Lead (10+ yrs),2,Bachelor's,273000.0,Global,On-site,SME (51-500),Government
AI Ethics Officer,Entry (0-2 yrs),5,Master's,111000.0,Switzerland,Fully Remote,Enterprise (5000+),Energy
AI Compliance Manager,Senior (6-9 yrs),4,Bachelor's,144000.0,Global,Fully Remote,Startup (1-50),Education
AI Product Manager,Lead (10+ yrs),9,PhD,312000.0,USA,Fully Remote,Big Tech (FAANG+),Media
Senior ML Engineer,Mid (3-5 yrs),9,Bootcamp/Self-taught,269000.0,USA,On-site,SME (51-500),Consulting
AI Business Analyst,Entry (0-2 yrs),6,Bootcamp/Self-taught,95000.0,China,Fully Remote,Enterprise (5000+),Manufacturing
AI Agent Developer,Senior (6-9 yrs),5,Bootcamp/Self-taught,171000.0,UAE,On-site,Startup (1-50),Media
Generative AI Engineer,Senior (6-9 yrs),8,PhD,150000.0,India,On-site,Mid-size (501-5000),Technology
AI Solutions Architect,Senior (6-9 yrs),7,Master's,180000.0,China,On-site,Mid-size (501-5000),Finance
RAG Engineer,Senior (6-9 yrs),2,Bootcamp/Self-taught,250000.0,Global,On-site,Mid-size (501-5000),Technology
Deep Learning Engineer,Lead (10+ yrs),3,Master's,324000.0,USA,Hybrid,Mid-size (501-5000),Education
Data Scientist,Lead (10+ yrs),6,Associate's,186000.0,Netherlands,On-site,Enterprise (5000+),Media
Data Scientist,Senior (6-9 yrs),2,Bootcamp/Self-taught,234000.0,Global,Hybrid,Big Tech (FAANG+),Automotive
Senior Data Scientist,Lead (10+ yrs),7,PhD,261600.0,France,Hybrid,Enterprise (5000+),Healthcare
Robotics Engineer (AI),Senior (6-9 yrs),5,PhD,234000.0,USA,Hybrid,Startup (1-50),Finance
Computer Vision Engineer,Entry (0-2 yrs),10,Bachelor's,213000.0,USA,Fully Remote,Big Tech (FAANG+),Automotive
Data Scientist,Senior (6-9 yrs),3,Master's,192000.0,USA,Fully Remote,Mid-size (501-5000),Manufacturing
Prompt Engineer,Lead (10+ yrs),4,Bootcamp/Self-taught,161000.0,UK,Hybrid,SME (51-500),Manufacturing
Senior Data Scientist,Senior (6-9 yrs),9,Bootcamp/Self-taught,157000.0,India,Hybrid,Startup (1-50),Media
LLM Engineer,Entry (0-2 yrs),5,Bachelor's,178000.0,USA,Hybrid,Mid-size (501-5000),Media
AI Business Analyst,Senior (6-9 yrs),2,Bootcamp/Self-taught,114000.0,Germany,Hybrid,SME (51-500),Education
AI Business Analyst,Mid (3-5 yrs),7,PhD,147000.0,Japan,Hybrid,Big Tech (FAANG+),Media
Senior ML Engineer,Lead (10+ yrs),12,Master's,360000.0,USA,Hybrid,Startup (1-50),Retail
Prompt Engineer,Mid (3-5 yrs),2,Bootcamp/Self-taught,116000.0,USA,Hybrid,SME (51-500),Media
MLOps Engineer,Mid (3-5 yrs),5,Bachelor's,261000.0,USA,On-site,Big Tech (FAANG+),Retail
Prompt Engineer,Senior (6-9 yrs),3,Associate's,206000.0,Global,Fully Remote,Big Tech (FAANG+),Finance
ML Engineer,Entry (0-2 yrs),7,Master's,147000.0,Switzerland,Hybrid,Mid-size (501-5000),Media
Data Scientist,Entry (0-2 yrs),3,PhD,138000.0,Japan,On-site,SME (51-500),Government
Robotics Engineer (AI),Mid (3-5 yrs),4,Master's,160000.0,USA,On-site,Mid-size (501-5000),Research
Data Scientist,Mid (3-5 yrs),5,Associate's,145000.0,USA,Hybrid,SME (51-500),Technology
Data Scientist,Mid (3-5 yrs),5,PhD,201000.0,UK,Fully Remote,Big Tech (FAANG+),Media
ML Engineer,Senior (6-9 yrs),10,Master's,317000.0,USA,Fully Remote,Enterprise (5000+),Healthcare
Generative AI Engineer,Lead (10+ yrs),8,Master's,271000.0,Japan,On-site,Mid-size (501-5000),Manufacturing
RAG Engineer,Entry (0-2 yrs),7,Master's,145000.0,Global,Fully Remote,Startup (1-50),Government
Data Scientist,Mid (3-5 yrs),7,Bootcamp/Self-taught,138000.0,Switzerland,Hybrid,Mid-size (501-5000),Consulting
AI Ethics Officer,Entry (0-2 yrs),10,Master's,110000.0,China,On-site,SME (51-500),Energy
Generative AI Engineer,Entry (0-2 yrs),7,Associate's,150000.0,Germany,Hybrid,SME (51-500),Education
Robotics Engineer (AI),Entry (0-2 yrs),4,Bootcamp/Self-taught,125000.0,Switzerland,On-site,Mid-size (501-5000),Automotive
AI Business Analyst,Mid (3-5 yrs),4,Bachelor's,99000.0,Canada,Hybrid,Mid-size (501-5000),Consulting
Senior ML Engineer,Lead (10+ yrs),11,Bachelor's,292000.0,USA,Hybrid,Startup (1-50),Finance
LLM Engineer,Entry (0-2 yrs),7,PhD,201000.0,Switzerland,Hybrid,Enterprise (5000+),Technology
AI Security Engineer,Lead (10+ yrs),10,Bootcamp/Self-taught,201000.0,Germany,Hybrid,Mid-size (501-5000),Retail
AI Compliance Manager,Lead (10+ yrs),7,PhD,240000.0,USA,On-site,SME (51-500),Manufacturing
AI Ethics Officer,Senior (6-9 yrs),9,Associate's,204000.0,Switzerland,Fully Remote,Big Tech (FAANG+),Automotive
Generative AI Engineer,Mid (3-5 yrs),2,Bootcamp/Self-taught,150000.0,Canada,On-site,Enterprise (5000+),Education
MLOps Engineer,Senior (6-9 yrs),7,Master's,203000.0,USA,On-site,SME (51-500),Consulting
NLP Engineer,Mid (3-5 yrs),9,Associate's,167000.0,Singapore,Hybrid,Mid-size (501-5000),Media
AI Compliance Manager,Mid (3-5 yrs),5,Associate's,100000.0,China,Fully Remote,Big Tech (FAANG+),Energy
AI Research Scientist,Senior (6-9 yrs),6,Bootcamp/Self-taught,190000.0,UAE,Fully Remote,Enterprise (5000+),Consulting
LLM Engineer,Lead (10+ yrs),8,Bootcamp/Self-taught,330000.0,USA,On-site,Mid-size (501-5000),Manufacturing
Prompt Engineer,Senior (6-9 yrs),2,PhD,189000.0,Singapore,Fully Remote,Enterprise (5000+),Retail
Multimodal AI Engineer,Senior (6-9 yrs),7,PhD,235000.0,Canada,Fully Remote,Mid-size (501-5000),Government
LLM Engineer,Mid (3-5 yrs),6,Bootcamp/Self-taught,160000.0,UK,Hybrid,SME (51-500),Education
AI Engineer,Senior (6-9 yrs),7,Master's,211000.0,Global,Hybrid,Mid-size (501-5000),Manufacturing
Deep Learning Engineer,Lead (10+ yrs),8,Master's,215000.0,Australia,On-site,Startup (1-50),Education
Multimodal AI Engineer,Lead (10+ yrs),3,Bachelor's,231000.0,UAE,Hybrid,Startup (1-50),Healthcare
Deep Learning Engineer,Lead (10+ yrs),7,Master's,270000.0,France,On-site,Enterprise (5000+),Education
AI Solutions Architect,Entry (0-2 yrs),13,Bachelor's,209000.0,Switzerland,Fully Remote,Big Tech (FAANG+),Energy
AI Infrastructure Eng,Mid (3-5 yrs),7,PhD,250000.0,USA,Hybrid,SME (51-500),Finance
AI Solutions Architect,Lead (10+ yrs),12,Bootcamp/Self-taught,349000.0,USA,Hybrid,Startup (1-50),Manufacturing
AI Solutions Architect,Senior (6-9 yrs),6,Master's,324000.0,USA,Fully Remote,Enterprise (5000+),Consulting
Multimodal AI Engineer,Lead (10+ yrs),9,Bachelor's,254000.0,Japan,On-site,SME (51-500),Technology
Senior ML Engineer,Entry (0-2 yrs),8,Bachelor's,245000.0,USA,On-site,Enterprise (5000+),Media
LLM Engineer,Mid (3-5 yrs),4,Master's,160000.0,Netherlands,On-site,Startup (1-50),Automotive
Prompt Engineer,Lead (10+ yrs),5,Bachelor's,230000.0,France,Hybrid,Big Tech (FAANG+),Healthcare
AI Engineer,Lead (10+ yrs),7,Bootcamp/Self-taught,101000.0,China,Hybrid,Big Tech (FAANG+),Finance
AI Ethics Officer,Mid (3-5 yrs),4,Bootcamp/Self-taught,110000.0,France,Hybrid,SME (51-500),Manufacturing
AI Compliance Manager,Senior (6-9 yrs),3,PhD,234000.0,USA,On-site,SME (51-500),Consulting
Deep Learning Engineer,Mid (3-5 yrs),6,Associate's,142000.0,USA,On-site,Startup (1-50),Research
Deep Learning Engineer,Entry (0-2 yrs),5,PhD,141000.0,Germany,Hybrid,Enterprise (5000+),Retail
MLOps Engineer,Lead (10+ yrs),8,Bachelor's,285000.0,Australia,Fully Remote,Big Tech (FAANG+),Government
ML Engineer,Mid (3-5 yrs),7,Master's,244000.0,USA,Hybrid,Enterprise (5000+),Automotive
AI Agent Developer,Lead (10+ yrs),6,Master's,329000.0,USA,Fully Remote,Mid-size (501-5000),Media
Robotics Engineer (AI),Senior (6-9 yrs),4,Bootcamp/Self-taught,225000.0,Australia,On-site,Big Tech (FAANG+),Research
AI Engineer,Lead (10+ yrs),4,Associate's,186000.0,USA,Hybrid,Startup (1-50),Healthcare
AI Research Scientist,Lead (10+ yrs),5,Bootcamp/Self-taught,275000.0,USA,Hybrid,Mid-size (501-5000),Finance
Computer Vision Engineer,Entry (0-2 yrs),3,Bachelor's,232000.0,USA,Fully Remote,Big Tech (FAANG+),Consulting
RAG Engineer,Senior (6-9 yrs),7,Bachelor's,255000.0,USA,Hybrid,Mid-size (501-5000),Energy
AI Product Manager,Entry (0-2 yrs),5,PhD,227000.0,USA,Hybrid,Mid-size (501-5000),Research
AI Security Engineer,Lead (10+ yrs),10,Bachelor's,280000.0,USA,On-site,SME (51-500),Automotive
AI Research Scientist,Senior (6-9 yrs),11,Master's,218000.0,Canada,Fully Remote,Enterprise (5000+),Automotive
Generative AI Engineer,Lead (10+ yrs),2,Master's,353000.0,Australia,Fully Remote,Big Tech (FAANG+),Manufacturing
Prompt Engineer,Mid (3-5 yrs),5,Associate's,98000.0,Canada,Fully Remote,Mid-size (501-5000),Retail
AI Infrastructure Eng,Senior (6-9 yrs),8,PhD,324000.0,USA,Fully Remote,Big Tech (FAANG+),Research
NLP Engineer,Lead (10+ yrs),5,Bootcamp/Self-taught,284000.0,USA,Hybrid,SME (51-500),Government
LLM Engineer,Senior (6-9 yrs),2,Associate's,251000.0,USA,Fully Remote,SME (51-500),Automotive
Multimodal AI Engineer,Lead (10+ yrs),3,Master's,360000.0,USA,Fully Remote,Enterprise (5000+),Consulting
AI Research Scientist,Lead (10+ yrs),11,Bootcamp/Self-taught,163000.0,Australia,Hybrid,Startup (1-50),Technology
AI Research Scientist,Lead (10+ yrs),5,PhD,291000.0,Australia,Hybrid,Enterprise (5000+),Media
AI Compliance Manager,Mid (3-5 yrs),3,Associate's,117000.0,USA,Hybrid,Startup (1-50),Media
AI Research Scientist,Mid (3-5 yrs),12,PhD,124000.0,Netherlands,Hybrid,Startup (1-50),Energy
Senior Data Scientist,Mid (3-5 yrs),10,Associate's,157000.0,France,Hybrid,SME (51-500),Government
Senior ML Engineer,Senior (6-9 yrs),7,Associate's,185000.0,Germany,Hybrid,SME (51-500),Finance
AI Compliance Manager,Mid (3-5 yrs),9,PhD,100000.0,Germany,Fully Remote,SME (51-500),Research
MLOps Engineer,Entry (0-2 yrs),9,Bachelor's,130000.0,Japan,On-site,Mid-size (501-5000),Research
AI Agent Developer,Lead (10+ yrs),4,Bootcamp/Self-taught,217000.0,Singapore,Fully Remote,SME (51-500),Manufacturing
ML Engineer,Lead (10+ yrs),9,Bachelor's,336000.0,USA,Fully Remote,Mid-size (501-5000),Automotive
Generative AI Engineer,Entry (0-2 yrs),3,Associate's,158000.0,UAE,Hybrid,Big Tech (FAANG+),Education
AI Compliance Manager,Senior (6-9 yrs),6,Bootcamp/Self-taught,164000.0,USA,Fully Remote,Mid-size (501-5000),Education
Data Engineer (AI),Senior (6-9 yrs),2,Master's,187000.0,USA,Fully Remote,Startup (1-50),Media
NLP Engineer,Senior (6-9 yrs),5,PhD,318000.0,Global,Fully Remote,Enterprise (5000+),Manufacturing
Generative AI Engineer,Mid (3-5 yrs),7,Master's,164000.0,Canada,Fully Remote,Startup (1-50),Media
Senior Data Scientist,Entry (0-2 yrs),10,Master's,157000.0,USA,Hybrid,Mid-size (501-5000),Automotive
AI Infrastructure Eng,Mid (3-5 yrs),9,Bootcamp/Self-taught,158000.0,UK,Hybrid,Enterprise (5000+),Consulting
Prompt Engineer,Mid (3-5 yrs),4,Bachelor's,240000.0,USA,Hybrid,Big Tech (FAANG+),Government
NLP Engineer,Mid (3-5 yrs),8,Bachelor's,145000.0,Canada,Hybrid,Startup (1-50),Healthcare
Robotics Engineer (AI),Senior (6-9 yrs),8,PhD,264000.0,USA,Hybrid,Mid-size (501-5000),Healthcare
Deep Learning Engineer,Entry (0-2 yrs),7,Associate's,141000.0,Switzerland,Fully Remote,Startup (1-50),Media
AI Ethics Officer,Entry (0-2 yrs),6,Master's,134000.0,Netherlands,Hybrid,Big Tech (FAANG+),Healthcare
AI Research Scientist,Mid (3-5 yrs),12,Associate's,191000.0,USA,On-site,SME (51-500),Healthcare
Senior Data Scientist,Mid (3-5 yrs),5,Master's,157000.0,Germany,Fully Remote,Startup (1-50),Government
NLP Engineer,Senior (6-9 yrs),4,Bachelor's,175000.0,Germany,Hybrid,SME (51-500),Healthcare
AI Research Scientist,Mid (3-5 yrs),6,Master's,160000.0,Switzerland,On-site,SME (51-500),Healthcare
Senior Data Scientist,Entry (0-2 yrs),6,Bootcamp/Self-taught,208000.0,USA,On-site,Big Tech (FAANG+),Retail
Robotics Engineer (AI),Mid (3-5 yrs),10,Master's,125000.0,Canada,Hybrid,Startup (1-50),Media
Data Scientist,Mid (3-5 yrs),2,Bachelor's,155000.0,UAE,Fully Remote,Enterprise (5000+),Consulting
MLOps Engineer,Senior (6-9 yrs),3,Bachelor's,157000.0,Singapore,On-site,Startup (1-50),Energy
Data Engineer (AI),Lead (10+ yrs),8,PhD,264000.0,USA,Hybrid,Mid-size (501-5000),Government
Generative AI Engineer,Entry (0-2 yrs),3,PhD,150000.0,Germany,Hybrid,SME (51-500),Government
Senior ML Engineer,Mid (3-5 yrs),5,Bachelor's,180000.0,India,Hybrid,Enterprise (5000+),Manufacturing
Prompt Engineer,Mid (3-5 yrs),1,Bachelor's,108000.0,UK,Hybrid,SME (51-500),Consulting
Senior ML Engineer,Entry (0-2 yrs),11,Associate's,180000.0,UK,Hybrid,Startup (1-50),Research
ML Engineer,Mid (3-5 yrs),9,Bachelor's,120000.0,China,Hybrid,SME (51-500),Finance
LLM Engineer,Entry (0-2 yrs),7,Bootcamp/Self-taught,195000.0,USA,Hybrid,Big Tech (FAANG+),Finance
Senior ML Engineer,Entry (0-2 yrs),8,PhD,283000.0,USA,On-site,Big Tech (FAANG+),Technology
AI Security Engineer,Lead (10+ yrs),4,PhD,312000.0,USA,Hybrid,Mid-size (501-5000),Government
AI Agent Developer,Mid (3-5 yrs),3,Master's,241000.0,USA,On-site,SME (51-500),Automotive
Data Scientist,Senior (6-9 yrs),8,Associate's,222000.0,USA,On-site,SME (51-500),Healthcare
Computer Vision Engineer,Lead (10+ yrs),10,Master's,336000.0,Global,Hybrid,Mid-size (501-5000),Education
AI Solutions Architect,Entry (0-2 yrs),14,Master's,180000.0,Germany,On-site,Startup (1-50),Finance
AI Solutions Architect,Mid (3-5 yrs),12,Bachelor's,227000.0,USA,Hybrid,Startup (1-50),Finance
AI Business Analyst,Lead (10+ yrs),4,Bachelor's,216000.0,USA,Hybrid,Big Tech (FAANG+),Retail
AI Solutions Architect,Mid (3-5 yrs),6,PhD,269000.0,Netherlands,Fully Remote,Big Tech (FAANG+),Manufacturing
Data Engineer (AI),Entry (0-2 yrs),6,Associate's,130000.0,India,Fully Remote,Enterprise (5000+),Healthcare
Prompt Engineer,Entry (0-2 yrs),2,Bootcamp/Self-taught,109000.0,Germany,Hybrid,Big Tech (FAANG+),Energy
Data Engineer (AI),Senior (6-9 yrs),8,PhD,171000.0,Singapore,Fully Remote,Startup (1-50),Manufacturing
Prompt Engineer,Mid (3-5 yrs),3,Associate's,94000.0,Singapore,Fully Remote,SME (51-500),Education
Multimodal AI Engineer,Mid (3-5 yrs),7,Master's,208000.0,France,Fully Remote,Enterprise (5000+),Consulting
